Date,Day_type,School_holiday,Winter,Volume
01/12/2011,WE,0,1,13285913.39
02/12/2011,WE,0,1,15651088.43
03/12/2011,SA,0,1,14105114
04/12/2011,SU,0,1,15788217
05/12/2011,WE,0,1,18958648
06/12/2011,WE,0,1,19292461
07/12/2011,WE,0,1,18123170
08/12/2011,WE,0,1,16811678
09/12/2011,WE,0,1,18615333
10/12/2011,SA,0,1,21015878
11/12/2011,SU,0,1,19065040
12/12/2011,WE,0,1,17704083
13/12/2011,WE,0,1,17416550
14/12/2011,WE,0,1,19136920
15/12/2011,WE,0,1,18821075
16/12/2011,WE,0,1,21365249
17/12/2011,SA,1,1,22269867
18/12/2011,SU,1,1,23481190.05
19/12/2011,WE,1,1,22190981.88
20/12/2011,WE,1,1,19383317.05
21/12/2011,WE,1,1,15851047.52
22/12/2011,WE,1,1,13994848
23/12/2011,SD,1,1,15441454
24/12/2011,SA,1,1,18026599
25/12/2011,CD,1,1,13947891
26/12/2011,BD,1,1,12782824
27/12/2011,SU,1,1,14330576
28/12/2011,SD,1,1,15995613
29/12/2011,SD,1,1,18066586
30/12/2011,SD,1,1,17631287
31/12/2011,SA,1,1,13549563
01/01/2012,J1,1,1,12721953
02/01/2012,SU,1,1,17079053
03/01/2012,SD,1,1,17792273.48
04/01/2012,WE,0,1,19068672
05/01/2012,WE,0,1,17700236
06/01/2012,WE,0,1,17641735
07/01/2012,SA,0,1,16199773
08/01/2012,SU,0,1,16307445
09/01/2012,WE,0,1,14448980
10/01/2012,WE,0,1,14015475
11/01/2012,WE,0,1,14408848
12/01/2012,WE,0,1,15785729
13/01/2012,WE,0,1,19870376
14/01/2012,SA,0,1,22262577
15/01/2012,SU,0,1,21933324
16/01/2012,WE,0,1,22127190
17/01/2012,WE,0,1,21930108
18/01/2012,WE,0,1,17515130
19/01/2012,WE,0,1,15879998
20/01/2012,WE,0,1,17437496
21/01/2012,SA,0,1,16000230
22/01/2012,SU,0,1,16979373
23/01/2012,WE,0,1,18131429
24/01/2012,WE,0,1,18424647
25/01/2012,WE,0,1,15724168
26/01/2012,WE,0,1,17025981
27/01/2012,WE,0,1,18528710
28/01/2012,SA,0,1,20460901
29/01/2012,SU,0,1,21442841
30/01/2012,WE,0,1,22205100
31/01/2012,WE,0,1,24974031
01/02/2012,WE,0,1,26412433
02/02/2012,WE,0,1,27903001
03/02/2012,WE,0,1,27939888
04/02/2012,SA,0,1,29328104
05/02/2012,SU,0,1,26972310
06/02/2012,WE,0,1,23827434
07/02/2012,WE,0,1,25633027
08/02/2012,WE,0,1,27969029
09/02/2012,WE,0,1,25946155
10/02/2012,WE,0,1,26585097
11/02/2012,SA,1,1,28829398
12/02/2012,SU,1,1,27298154
13/02/2012,WE,1,1,22972846
14/02/2012,WE,1,1,20550363
15/02/2012,WE,1,1,18155108
16/02/2012,WE,1,1,17174801
17/02/2012,WE,1,1,16170896
18/02/2012,SA,1,1,17997626
19/02/2012,SU,1,1,21112216
20/02/2012,WE,0,1,20761198
21/02/2012,WE,0,1,17128817
22/02/2012,WE,0,1,17390103
23/02/2012,WE,0,1,11561251
24/02/2012,WE,0,1,12039861
25/02/2012,SA,0,1,13204429
26/02/2012,SU,0,1,14407944
27/02/2012,WE,0,1,15065163
28/02/2012,WE,0,1,12228161.27
29/02/2012,WE,0,1,11711192
01/03/2012,WE,0,1,11453137.13
02/03/2012,WE,0,1,14369357.13
03/03/2012,SA,0,1,13722003
04/03/2012,SU,0,1,17929612.19
05/03/2012,WE,0,1,19000071.84
06/03/2012,WE,0,1,19022831
07/03/2012,WE,0,1,18717137
08/03/2012,WE,0,1,16282614
09/03/2012,WE,0,1,15779130
10/03/2012,SA,0,1,12308635
11/03/2012,SU,0,1,11610723
12/03/2012,WE,0,1,12071374
13/03/2012,WE,0,1,13911413
14/03/2012,WE,0,1,13945797
15/03/2012,WE,0,1,12302693
16/03/2012,WE,0,1,14001186
17/03/2012,SA,0,1,14587989
18/03/2012,SU,0,1,15140782.04
19/03/2012,WE,0,1,13849649
20/03/2012,WE,0,1,12710957
21/03/2012,WE,0,1,10703244
22/03/2012,WE,0,1,10716747
23/03/2012,WE,0,1,9096413
24/03/2012,SA,0,1,8823074
25/03/2012,SU,0,0,10965915
26/03/2012,WE,0,0,10041763
27/03/2012,WE,0,0,8941872
28/03/2012,WE,0,0,8089001.78
29/03/2012,WE,0,0,7261740
30/03/2012,WE,0,0,7611444.39
31/03/2012,SA,1,0,11967727
01/04/2012,SU,1,0,11277109.88
02/04/2012,WE,1,0,9890745
03/04/2012,WE,1,0,10241839
04/04/2012,WE,1,0,11740563
05/04/2012,WE,1,0,14864785
06/04/2012,GF,1,0,12820871
07/04/2012,SA,1,0,12856846
08/04/2012,SU,1,0,12322734
09/04/2012,EM,1,0,13066060
10/04/2012,WE,1,0,11100031
11/04/2012,WE,1,0,11890853
12/04/2012,WE,1,0,12207811
13/04/2012,WE,1,0,11873989
14/04/2012,SA,1,0,12289277
15/04/2012,SU,1,0,14265402
16/04/2012,WE,1,0,13846732
17/04/2012,WE,1,0,13913074
18/04/2012,WE,1,0,14228385
19/04/2012,WE,1,0,13577360
20/04/2012,WE,1,0,11986301
21/04/2012,SA,1,0,11910978
22/04/2012,SU,1,0,11389074
23/04/2012,WE,0,0,13235190
24/04/2012,WE,0,0,12566833
25/04/2012,WE,0,0,13731447
26/04/2012,WE,0,0,11355987
27/04/2012,WE,0,0,9672553
28/04/2012,SA,0,0,13720366
29/04/2012,SU,0,0,13690034
30/04/2012,WE,0,0,8337970
01/05/2012,WE,0,0,7412437
02/05/2012,WE,0,0,9414619
03/05/2012,WE,0,0,11924178.34
04/05/2012,WE,0,0,12832968
05/05/2012,SA,0,0,14263781
06/05/2012,SU,0,0,14495213
07/05/2012,M1,0,0,11340577
08/05/2012,WE,0,0,7887212
09/05/2012,WE,0,0,8398750
10/05/2012,WE,0,0,7326603
11/05/2012,WE,0,0,6448930
12/05/2012,SA,0,0,7655358
13/05/2012,SU,0,0,7861833
14/05/2012,WE,0,0,9812680
15/05/2012,WE,0,0,12177968
16/05/2012,WE,0,0,10145718
17/05/2012,WE,0,0,9360911
18/05/2012,WE,0,0,8546751
19/05/2012,SA,0,0,6967468
20/05/2012,SU,0,0,8639895
21/05/2012,WE,0,0,6993132
22/05/2012,WE,0,0,4713740
23/05/2012,WE,0,0,3600311
24/05/2012,WE,0,0,3180912
25/05/2012,WE,0,0,3130908
26/05/2012,SA,0,0,3175647
27/05/2012,SU,0,0,3116852
28/05/2012,WE,0,0,2819470
29/05/2012,WE,0,0,2947113
30/05/2012,WE,0,0,3001214
31/05/2012,WE,0,0,3154792
01/06/2012,WE,1,0,3257403
02/06/2012,SA,1,0,3853833
03/06/2012,SU,1,0,5616849
04/06/2012,M2,1,0,6649346
05/06/2012,M2,1,0,7013399
06/06/2012,WE,1,0,4921384
07/06/2012,WE,1,0,5380965
08/06/2012,WE,1,0,6407798
09/06/2012,SA,1,0,5317164
10/06/2012,SU,1,0,5549387
11/06/2012,WE,0,0,6670311
12/06/2012,WE,0,0,8398137
13/06/2012,WE,0,0,5539122
14/06/2012,WE,0,0,5168612
15/06/2012,WE,0,0,4809839
16/06/2012,SA,0,0,5056883
17/06/2012,SU,0,0,4451341
18/06/2012,WE,0,0,4322044
19/06/2012,WE,0,0,3870377
20/06/2012,WE,0,0,2816915
21/06/2012,WE,0,0,3918511
22/06/2012,WE,0,0,4698020
23/06/2012,SA,0,0,4607060
24/06/2012,SU,0,0,4589253
25/06/2012,WE,0,0,3632779
26/06/2012,WE,0,0,3324281
27/06/2012,WE,0,0,3149467
28/06/2012,WE,0,0,2939285
29/06/2012,WE,0,0,3188681
30/06/2012,SA,0,0,3402397
01/07/2012,SU,0,0,3827292
02/07/2012,WE,0,0,3945572
03/07/2012,WE,0,0,3818055
04/07/2012,WE,0,0,3756027
05/07/2012,WE,0,0,3125641
06/07/2012,WE,0,0,3357068
07/07/2012,SA,0,0,3622100
08/07/2012,SU,0,0,3760779
09/07/2012,WE,0,0,3621843
10/07/2012,WE,0,0,3812097
11/07/2012,WE,0,0,3940989
12/07/2012,WE,0,0,4100247
13/07/2012,WE,0,0,3683360
14/07/2012,SA,0,0,4310535
15/07/2012,SU,0,0,4134168
16/07/2012,WE,0,0,4549734
17/07/2012,WE,0,0,3537524
18/07/2012,WE,0,0,3734617
19/07/2012,WE,0,0,3557013
20/07/2012,WE,1,0,3804496
21/07/2012,SA,1,0,3726499
22/07/2012,SU,1,0,3389239
23/07/2012,WE,1,0,2886335
24/07/2012,WE,1,0,2647912
25/07/2012,WE,1,0,2619213
26/07/2012,WE,1,0,2444482
27/07/2012,WE,1,0,2476413.93
28/07/2012,SA,1,0,2830533.9
29/07/2012,SU,1,0,3254780.28
30/07/2012,WE,1,0,3228128.5
31/07/2012,WE,1,0,3377182.84
01/08/2012,WE,1,0,3192271.31
02/08/2012,WE,1,0,3084685.16
03/08/2012,WE,1,0,2907338.4
04/08/2012,SA,1,0,3240509.55
05/08/2012,SU,1,0,3138053.04
06/08/2012,WE,1,0,3071164.6
07/08/2012,WE,1,0,3383212.2
08/08/2012,WE,1,0,3030162.24
09/08/2012,WE,1,0,2812522.28
10/08/2012,WE,1,0,2723745.41
11/08/2012,SA,1,0,2810219.49
12/08/2012,SU,1,0,2818127.1
13/08/2012,WE,1,0,2823226
14/08/2012,WE,1,0,2310227
15/08/2012,WE,1,0,2631421
16/08/2012,WE,1,0,2678002
17/08/2012,WE,1,0,2556784
18/08/2012,SA,1,0,2351914
19/08/2012,SU,1,0,2374140
20/08/2012,WE,1,0,2346249
21/08/2012,WE,1,0,2523447
22/08/2012,WE,1,0,2707925
23/08/2012,WE,1,0,2717097
24/08/2012,WE,1,0,2750177
25/08/2012,SA,1,0,3019560
26/08/2012,SU,1,0,3089864
27/08/2012,A2,1,0,3017204
28/08/2012,WE,1,0,2802906
29/08/2012,WE,1,0,3194417
30/08/2012,WE,1,0,3727887
31/08/2012,WE,1,0,3900789
01/09/2012,SA,1,0,3658433
02/09/2012,SU,1,0,3710396
03/09/2012,WE,1,0,2969173
04/09/2012,WE,1,0,2867036
05/09/2012,WE,0,0,3152690
06/09/2012,WE,0,0,3360622
07/09/2012,WE,0,0,2950316
08/09/2012,SA,0,0,3046125
09/09/2012,SU,0,0,3005394
10/09/2012,WE,0,0,2949674
11/09/2012,WE,0,0,3395692
12/09/2012,WE,0,0,4059933
13/09/2012,WE,0,0,4068055
14/09/2012,WE,0,0,3826861
15/09/2012,SA,0,0,3706700
16/09/2012,SU,0,0,4039347
17/09/2012,WE,0,0,3685912
18/09/2012,WE,0,0,3246087
19/09/2012,WE,0,0,5248652
20/09/2012,WE,0,0,5189555
21/09/2012,WE,0,0,5569700
22/09/2012,SA,0,0,6028147
23/09/2012,SU,0,0,8699179
24/09/2012,WE,0,0,7249663
25/09/2012,WE,0,0,7278952
26/09/2012,WE,0,0,7515018
27/09/2012,WE,0,0,6898964
28/09/2012,WE,0,0,7360607
29/09/2012,SA,0,0,7476642
30/09/2012,SU,0,0,8263154
01/10/2012,WE,0,0,7046432
02/10/2012,WE,0,0,7051176
03/10/2012,WE,0,0,7844096
04/10/2012,WE,0,0,7604021
05/10/2012,WE,0,0,7517069
06/10/2012,SA,0,0,8465407
07/10/2012,SU,0,0,9314276
08/10/2012,WE,0,0,9354987
09/10/2012,WE,0,0,8922144
10/10/2012,WE,0,0,8826496
11/10/2012,WE,0,0,9054081
12/10/2012,WE,0,0,8873471
13/10/2012,SA,0,0,10943890
14/10/2012,SU,0,0,12139407
15/10/2012,WE,0,0,11505573
16/10/2012,WE,0,0,9853652
17/10/2012,WE,0,0,8672062
18/10/2012,WE,0,0,7716704
19/10/2012,WE,0,0,8837642
20/10/2012,SA,1,0,9020619.53
21/10/2012,SU,1,0,10270385
22/10/2012,WE,1,0,8306438
23/10/2012,WE,1,0,8241100
24/10/2012,WE,1,0,7903251.94
25/10/2012,WE,1,0,9252260.25
26/10/2012,WE,1,0,13730191.32
27/10/2012,SA,1,0,18292296.15
28/10/2012,SU,1,1,16878932.04
29/10/2012,WE,1,1,13274832
30/10/2012,WE,1,1,13196156
31/10/2012,WE,1,1,13144244
01/11/2012,WE,1,1,14284516
02/11/2012,WE,1,1,15670640
03/11/2012,SA,1,1,15910056
04/11/2012,SU,1,1,17845822
05/11/2012,WE,1,1,17098445
06/11/2012,WE,0,1,17083920
07/11/2012,WE,0,1,15406548
08/11/2012,WE,0,1,13840430
09/11/2012,WE,0,1,13563260
10/11/2012,SA,0,1,14208069
11/11/2012,SU,0,1,16092307
12/11/2012,WE,0,1,15417465
13/11/2012,WE,0,1,11818285
14/11/2012,WE,0,1,11844910
15/11/2012,WE,0,1,14407415
16/11/2012,WE,0,1,14791323
17/11/2012,SA,0,1,12891043
18/11/2012,SU,0,1,15707702
19/11/2012,WE,0,1,15336032
20/11/2012,WE,0,1,12674188
21/11/2012,WE,0,1,14385244
22/11/2012,WE,0,1,13787470
23/11/2012,WE,0,1,14668097
24/11/2012,SA,0,1,16679003
25/11/2012,SU,0,1,14712009
26/11/2012,WE,0,1,14513045
27/11/2012,WE,0,1,16385688
28/11/2012,WE,0,1,18656789
29/11/2012,WE,0,1,20405190
30/11/2012,WE,0,1,22015222
01/12/2012,SA,0,1,23502323
02/12/2012,SU,0,1,23013039
03/12/2012,WE,0,1,18922200
04/12/2012,WE,0,1,20462213
05/12/2012,WE,0,1,23730195
06/12/2012,WE,0,1,24177324
07/12/2012,WE,0,1,22583583
08/12/2012,SA,0,1,21025847
09/12/2012,SU,0,1,20166909
10/12/2012,WE,0,1,21675509
11/12/2012,WE,0,1,24448426
12/12/2012,WE,0,1,25905643
13/12/2012,WE,0,1,24861305
14/12/2012,WE,0,1,20362498
15/12/2012,SA,0,1,18080761
16/12/2012,SU,0,1,17265899
17/12/2012,WE,0,1,17451495
18/12/2012,WE,0,1,18563223
19/12/2012,WE,0,1,19540354
20/12/2012,WE,1,1,17294234
21/12/2012,WE,1,1,16745600
22/12/2012,SA,1,1,15483992
23/12/2012,SU,1,1,13796119.53
24/12/2012,SD,1,1,14178641
25/12/2012,CD,1,1,15072328
26/12/2012,BD,1,1,16331140
27/12/2012,SD,1,1,17834312
28/12/2012,SD,1,1,16079192
29/12/2012,SA,1,1,15618209
30/12/2012,SU,1,1,17421399
31/12/2012,SD,1,1,15782907
01/01/2013,J1,1,1,17236328
02/01/2013,SD,1,1,18017697
03/01/2013,WE,1,1,14867187
04/01/2013,WE,1,1,14807317
05/01/2013,SA,1,1,15048348
06/01/2013,SU,1,1,16212374
07/01/2013,WE,1,1,16315225
08/01/2013,WE,0,1,15431421
09/01/2013,WE,0,1,16281612
10/01/2013,WE,0,1,20057633
11/01/2013,WE,0,1,21124752
12/01/2013,SA,0,1,22905016
13/01/2013,SU,0,1,23614795
14/01/2013,WE,0,1,24163820
15/01/2013,WE,0,1,24632636
16/01/2013,WE,0,1,26568726
17/01/2013,WE,0,1,26076558
18/01/2013,WE,0,1,28497119
19/01/2013,SA,0,1,28203549
20/01/2013,SU,0,1,27807563
21/01/2013,WE,0,1,26286270
22/01/2013,WE,0,1,26124524
23/01/2013,WE,0,1,25615685
24/01/2013,WE,0,1,25625816
25/01/2013,WE,0,1,25776889
26/01/2013,SA,0,1,21650100
27/01/2013,SU,0,1,18931715
28/01/2013,WE,0,1,19822490
29/01/2013,WE,0,1,15711969
30/01/2013,WE,0,1,15543867
31/01/2013,WE,0,1,16668676
01/02/2013,WE,0,1,18373339
02/02/2013,SA,0,1,21963258.38
03/02/2013,SU,0,1,21478227
04/02/2013,WE,0,1,17674785
05/02/2013,WE,0,1,20420925
06/02/2013,WE,0,1,22351631
07/02/2013,WE,0,1,22269381
08/02/2013,WE,0,1,22044006
09/02/2013,SA,1,1,22510122
10/02/2013,SU,1,1,23217226.99
11/02/2013,WE,1,1,24275420.62
12/02/2013,WE,1,1,24524213.68
13/02/2013,WE,1,1,24634820.36
14/02/2013,WE,1,1,19284779.43
15/02/2013,WE,1,1,18409703
16/02/2013,SA,1,1,18383894
17/02/2013,SU,1,1,18924060
18/02/2013,WE,1,1,19430353
19/02/2013,WE,1,1,19264669
20/02/2013,WE,1,1,21513424
21/02/2013,WE,1,1,25104222
22/02/2013,WE,1,1,26616139
23/02/2013,SA,1,1,26954505
24/02/2013,SU,1,1,26868118
25/02/2013,WE,0,1,24692718
26/02/2013,WE,0,1,23401679
27/02/2013,WE,0,1,22921669
28/02/2013,WE,0,1,22085462.63
01/03/2013,WE,0,1,21841180
02/03/2013,SA,0,1,22317195
03/03/2013,SU,0,1,21493085
04/03/2013,WE,0,1,19007360
05/03/2013,WE,0,1,15045810
06/03/2013,WE,0,1,13985178
07/03/2013,WE,0,1,14603232
08/03/2013,WE,0,1,14894657
09/03/2013,SA,0,1,16542497
10/03/2013,SU,0,1,22754123
11/03/2013,WE,0,1,28455488
12/03/2013,WE,0,1,26455816
13/03/2013,WE,0,1,22888171
14/03/2013,WE,0,1,21114672
15/03/2013,WE,0,1,20685299
16/03/2013,SA,0,1,20788437
17/03/2013,SU,0,1,19979722
18/03/2013,WE,0,1,19468344
19/03/2013,WE,0,1,18793228
20/03/2013,WE,0,1,20166099
21/03/2013,WE,0,1,20702372
22/03/2013,WE,0,1,22171428
23/03/2013,SA,1,1,25468674
24/03/2013,SU,1,1,28055321.47
25/03/2013,WE,1,1,25960201.89
26/03/2013,WE,1,1,25214749.41
27/03/2013,WE,1,1,23463578.21
28/03/2013,WE,1,1,23094809.45
29/03/2013,GF,1,1,23072359.87
30/03/2013,SA,1,1,22204418.89
31/03/2013,SU,1,0,22105877.95
