Date,Time,Temp,Cloud_Cover,Wind_Speed,Humidity,Precip_Amt,Solar_Rad
04/04/2013,0.625,2.8,7,7,84,0.01,710
04/04/2013,0.666666667,3,8,6,87,0.2,470
04/04/2013,0.708333333,3.2,7,7,73,0.2,490
04/04/2013,0.75,3.2,8,7,64,0,280
04/04/2013,0.791666667,3.3,8,6,61,0,80
04/04/2013,0.833333333,3.3,8,5,58,0,40
04/04/2013,0.875,3.1,8,5,51,0,0
04/04/2013,0.916666667,2.7,8,6,58,0,0
04/04/2013,0.958333333,2.2,8,8,62,0,0
05/04/2013,0,1.8,8,5,65,0,0
05/04/2013,0.041666667,1.5,8,5,68,0,0
05/04/2013,0.083333333,1.6,8,6,70,0,0
05/04/2013,0.125,1.7,8,5,73,0,0
05/04/2013,0.166666667,1.9,8,6,74,0,0
05/04/2013,0.208333333,2,8,6,75,0,0
05/04/2013,0.25,2.4,8,6,74,0,0
05/04/2013,0.291666667,2.7,8,5,73,0,0
05/04/2013,0.333333333,2.7,8,6,72,0,90
05/04/2013,0.375,2.6,8,8,70,0,220
05/04/2013,0.416666667,3.6,8,6,68,0,380
05/04/2013,0.458333333,4,8,7,66,0,500
05/04/2013,0.5,5.2,8,6,56,0,640
05/04/2013,0.541666667,6.2,8,6,52,0,980
05/04/2013,0.583333333,7.5,7,8,45,0,1330
05/04/2013,0.625,8,8,7,38,0,1660
05/04/2013,0.666666667,7.8,7,8,37,0,1400
05/04/2013,0.708333333,7.7,7,6,36,0,860
05/04/2013,0.75,7,8,6,38,0,560
05/04/2013,0.791666667,6.3,5,6,48,0,570
05/04/2013,0.833333333,5.2,5,5,54,0,110
05/04/2013,0.875,4.5,5,4,53,0,0
05/04/2013,0.916666667,3.8,7,5,65,0,0
05/04/2013,0.958333333,2.9,4,5,75,0,0
06/04/2013,0,2.4,1,4,81,0,0
06/04/2013,0.041666667,2.1,0,4,84,0,0
06/04/2013,0.083333333,2.1,0,5,84,0,0
06/04/2013,0.125,1.8,0,4,85,0,0
06/04/2013,0.166666667,0.9,0,3,87,0,0
06/04/2013,0.208333333,0.6,0,3,87,0,0
06/04/2013,0.25,0.3,0,3,86,0,0
06/04/2013,0.291666667,0.3,0,3,86,0,20
06/04/2013,0.333333333,1.2,5,3,82,0,290
06/04/2013,0.375,3.9,1,3,73,0,940
06/04/2013,0.416666667,4.7,3,6,63,0,1350
06/04/2013,0.458333333,5.8,4,6,53,0,1520
06/04/2013,0.5,6.2,4,4,54,0,1160
06/04/2013,0.541666667,7.4,5,4,45,0,1750
06/04/2013,0.583333333,8.7,4,3,42,0,2180
06/04/2013,0.625,9.7,2,3,40,0,2260
06/04/2013,0.666666667,9.5,2,4,35,0,2060
06/04/2013,0.708333333,10,0,4,35,0,1790
06/04/2013,0.75,9.9,1,3,35,0,1190
06/04/2013,0.791666667,9.3,0,3,37,0,590
06/04/2013,0.833333333,8.2,0,2,41,0,80
06/04/2013,0.875,5.3,0,3,52,0,0
06/04/2013,0.916666667,5.3,0,2,54,0,0
06/04/2013,0.958333333,2.8,0,4,63,0,0
07/04/2013,0,2.2,0,4,67,0,0
07/04/2013,0.041666667,0.7,0,3,73,0,0
07/04/2013,0.083333333,1.1,0,1,78,0,0
07/04/2013,0.125,-0.1,0,2,81,0,0
07/04/2013,0.166666667,-0.1,0,2,85,0,0
07/04/2013,0.208333333,0.1,0,2,84,0,0
07/04/2013,0.25,-0.9,0,1,86,0,0
07/04/2013,0.291666667,-0.1,0,1,87,0,30
07/04/2013,0.333333333,1.5,0,1,85,0,340
07/04/2013,0.375,3.7,0,2,76,0,840
07/04/2013,0.416666667,6,1,2,65,0,1210
07/04/2013,0.458333333,6.7,0,2,55,0,1500
07/04/2013,0.5,8.3,0,4,44,0,2100
07/04/2013,0.541666667,9.1,0,4,39,0,2340
07/04/2013,0.583333333,9.7,0,5,35,0,2580
07/04/2013,0.625,9.9,0,5,34,0,1900
07/04/2013,0.666666667,10.2,0,4,35,0,1630
07/04/2013,0.708333333,9.8,0,4,41,0,1220
07/04/2013,0.75,9,0,5,42,0,880
07/04/2013,0.791666667,8.1,0,5,44,0,420
07/04/2013,0.833333333,6.7,0,5,45,0,80
07/04/2013,0.875,5.6,4,3,49,0,0
07/04/2013,0.916666667,5.2,4,4,63,0,0
07/04/2013,0.958333333,4.9,4,4,71,0,0
08/04/2013,0,4.3,7,5,68,0,0
08/04/2013,0.041666667,4.3,7,6,65,0,0
08/04/2013,0.083333333,4.5,8,5,65,0,0
08/04/2013,0.125,4.5,8,6,66,0,0
08/04/2013,0.166666667,4.3,7,5,69,0,0
08/04/2013,0.208333333,4.4,8,5,71,0,0
08/04/2013,0.25,4.5,8,5,71,0,0
08/04/2013,0.291666667,4.4,8,4,72,0,10
08/04/2013,0.333333333,4.7,8,5,71,0,150
08/04/2013,0.375,5.4,8,5,68,0,420
08/04/2013,0.416666667,6.2,6,6,65,0,710
08/04/2013,0.458333333,8,7,5,61,0,1210
08/04/2013,0.5,9.1,7,6,54,0,1700
08/04/2013,0.541666667,9.9,1,6,50,0,2100
08/04/2013,0.583333333,10.3,1,6,45,0,2470
08/04/2013,0.625,10.2,0,7,44,0,2000
08/04/2013,0.666666667,9.6,0,6,43,0,1350
08/04/2013,0.708333333,9.4,0,5,39,0,1060
08/04/2013,0.75,9.2,0,6,44,0,920
08/04/2013,0.791666667,7.7,0,7,49,0,530
08/04/2013,0.833333333,6.2,1,6,54,0,120
08/04/2013,0.875,5.9,7,6,63,0,0
08/04/2013,0.916666667,5.4,7,5,67,0,0
08/04/2013,0.958333333,5.1,7,4,74,0,0
09/04/2013,0,4.9,8,4,77,0,0
09/04/2013,0.041666667,4.4,7,4,81,0,0
09/04/2013,0.083333333,3.8,3,4,85,0,0
09/04/2013,0.125,3.6,7,3,87,0,0
09/04/2013,0.166666667,3.6,7,4,87,0,0
09/04/2013,0.208333333,3.9,8,4,87,0.01,0
09/04/2013,0.25,4.1,7,4,86,0.01,0
09/04/2013,0.291666667,4.2,8,5,88,0.01,0
09/04/2013,0.333333333,4.3,7,4,91,0.4,80
09/04/2013,0.375,5,8,4,93,1.2,160
09/04/2013,0.416666667,6,8,5,91,0.8,370
09/04/2013,0.458333333,6.8,8,4,88,0.01,760
09/04/2013,0.5,7.8,7,4,84,0.2,820
09/04/2013,0.541666667,8.3,8,5,76,0,990
09/04/2013,0.583333333,9,8,5,71,0,1110
09/04/2013,0.625,9,7,5,71,0,470
09/04/2013,0.666666667,8.4,7,5,74,0,270
09/04/2013,0.708333333,8.6,8,4,72,0,340
09/04/2013,0.75,8.4,8,4,75,0,230
09/04/2013,0.791666667,7.7,8,4,79,0,160
09/04/2013,0.833333333,7.3,8,3,80,0.01,40
09/04/2013,0.875,6.9,8,3,84,0.01,0
09/04/2013,0.916666667,6.7,7,3,86,0.01,0
09/04/2013,0.958333333,6.5,7,3,84,0,0
10/04/2013,0,6.6,8,3,85,0,0
10/04/2013,0.041666667,6.4,8,2,86,0,0
10/04/2013,0.083333333,5.1,7,5,81,0,0
10/04/2013,0.125,3.8,3,2,87,0,0
10/04/2013,0.166666667,3.1,0,3,90,0,0
10/04/2013,0.208333333,3.5,7,3,90,0,0
10/04/2013,0.25,3.1,8,3,89,0,0
10/04/2013,0.291666667,3.1,8,2,89,0,10
10/04/2013,0.333333333,2.9,8,2,89,0,70
10/04/2013,0.375,3.2,8,1,89,0,300
10/04/2013,0.416666667,4.9,3,2,82,0,790
10/04/2013,0.458333333,6.2,3,2,76,0,1630
10/04/2013,0.5,8.3,0,2,71,0,2180
10/04/2013,0.541666667,10,0,3,67,0,2490
10/04/2013,0.583333333,10.7,0,4,69,0,1880
10/04/2013,0.625,9.7,3,4,68,0,1500
10/04/2013,0.666666667,9.8,4,5,69,0,970
10/04/2013,0.708333333,9.8,5,5,65,0,890
10/04/2013,0.75,9.7,6,5,68,0,600
10/04/2013,0.791666667,9.2,6,5,71,0,280
10/04/2013,0.833333333,7.5,8,5,87,0.01,20
10/04/2013,0.875,7.1,8,5,91,0.8,0
10/04/2013,0.916666667,6.9,8,5,92,1.4,0
10/04/2013,0.958333333,6.8,8,4,94,2,0
11/04/2013,0,6.6,8,6,95,1.4,0
11/04/2013,0.041666667,6.9,8,5,95,0.8,0
11/04/2013,0.083333333,6.7,8,6,95,1.4,0
11/04/2013,0.125,6.7,8,6,95,0.8,0
11/04/2013,0.166666667,6.5,8,5,95,0.4,0
11/04/2013,0.208333333,6.5,8,4,96,0.6,0
11/04/2013,0.25,6.1,8,5,96,0.4,0
11/04/2013,0.291666667,5.9,8,4,93,0.2,30
11/04/2013,0.333333333,6,8,4,93,0.2,30
11/04/2013,0.375,6.1,8,2,95,0.01,110
11/04/2013,0.416666667,6.3,8,2,95,0.01,230
11/04/2013,0.458333333,6.8,8,3,92,0,410
11/04/2013,0.5,7,8,2,90,0.2,390
11/04/2013,0.541666667,8,8,3,90,0,530
11/04/2013,0.583333333,8.8,8,1,84,0,810
11/04/2013,0.625,10.6,8,2,77,0,1400
11/04/2013,0.666666667,12.2,8,3,76,0,1170
11/04/2013,0.708333333,12,7,3,74,0,1200
11/04/2013,0.75,13.2,5,4,67,0,930
11/04/2013,0.791666667,12.1,5,5,65,0,540
11/04/2013,0.833333333,11.3,6,5,75,0.01,80
11/04/2013,0.875,10.1,3,5,81,0.01,0
11/04/2013,0.916666667,9.5,0,5,82,0,0
11/04/2013,0.958333333,8.7,4,4,90,0,0
12/04/2013,0,8.5,5,3,90,0,0
12/04/2013,0.041666667,8.4,8,4,92,0.01,0
12/04/2013,0.083333333,8.1,4,4,92,0.01,0
12/04/2013,0.125,7.5,5,4,91,0.2,0
12/04/2013,0.166666667,6.3,1,4,95,0,0
12/04/2013,0.208333333,7.1,7,4,96,0.01,0
12/04/2013,0.25,7.4,8,4,92,2.8,0
12/04/2013,0.291666667,7.3,8,5,96,1.8,10
12/04/2013,0.333333333,8.3,8,4,95,0.6,140
12/04/2013,0.375,8.9,8,4,91,0.01,310
12/04/2013,0.416666667,8.8,8,5,93,0.01,320
12/04/2013,0.458333333,10.4,8,6,89,0.2,1030
12/04/2013,0.5,10.3,7,6,87,0.01,1060
12/04/2013,0.541666667,9.4,8,4,89,1,710
12/04/2013,0.583333333,10.5,7,5,86,0.2,1220
12/04/2013,0.625,11.2,7,6,74,0.01,1160
12/04/2013,0.666666667,10.9,7,7,82,0.01,1260
12/04/2013,0.708333333,11.3,6,6,79,0.01,960
12/04/2013,0.75,11.5,6,4,71,0.01,980
12/04/2013,0.791666667,10.4,6,5,83,1,160
12/04/2013,0.833333333,9.9,8,5,83,0.6,70
12/04/2013,0.875,9.3,8,2,88,0.2,0
12/04/2013,0.916666667,8.7,1,4,86,0.2,0
12/04/2013,0.958333333,7.8,1,4,88,0,0
13/04/2013,0,7.8,7,4,88,0,0
13/04/2013,0.041666667,7.8,8,4,85,0,0
13/04/2013,0.083333333,6.9,6,2,87,0,0
13/04/2013,0.125,6.9,7,3,87,0,0
13/04/2013,0.166666667,5.8,6,2,88,0,0
13/04/2013,0.208333333,4.4,1,2,91,0,0
13/04/2013,0.25,4.9,0,2,91,0,0
13/04/2013,0.291666667,5.4,4,2,87,0,50
13/04/2013,0.333333333,6.4,2,5,90,0,370
13/04/2013,0.375,7.7,7,3,90,0,430
13/04/2013,0.416666667,9.9,7,5,79,0,1370
13/04/2013,0.583333333,10.5,8,8,86,0.01,700
13/04/2013,0.625,10.3,8,7,91,0.01,380
13/04/2013,0.666666667,10.3,7,6,92,0.2,310
13/04/2013,0.708333333,10.8,8,6,94,1,210
13/04/2013,0.75,11,8,6,94,1.4,160
13/04/2013,0.791666667,11.2,8,6,94,0.2,70
13/04/2013,0.833333333,11.1,8,6,95,0.6,20
13/04/2013,0.875,11.1,7,6,94,0.6,0
13/04/2013,0.916666667,11.1,8,6,94,0.2,0
13/04/2013,0.458333333,10.3,7,5,74,0,1150
13/04/2013,0.5,11.2,8,6,71,0.01,1170
13/04/2013,0.541666667,10.6,8,7,79,0,800
13/04/2013,0.958333333,11.4,8,5,95,0.01,0
14/04/2013,0,11.5,8,5,94,0,0
14/04/2013,0.041666667,11.1,8,4,96,0.2,0
14/04/2013,0.083333333,12.1,8,8,95,0.01,0
14/04/2013,0.125,12.4,8,5,90,0,0
14/04/2013,0.166666667,12,8,6,89,0,0
14/04/2013,0.208333333,11.3,5,5,88,0,0
14/04/2013,0.25,11.7,6,3,86,0,0
14/04/2013,0.291666667,11.9,0,6,80,0,40
14/04/2013,0.333333333,12.4,4,7,78,0,320
14/04/2013,0.375,13.7,1,7,74,0,850
14/04/2013,0.416666667,15.1,2,7,68,0.01,1010
14/04/2013,0.458333333,17.2,6,8,61,0,1840
14/04/2013,0.5,17.3,1,10,57,0,2530
14/04/2013,0.541666667,18.7,5,9,55,0,2470
14/04/2013,0.583333333,19.4,2,9,54,0,2630
14/04/2013,0.625,19.5,3,9,52,0,2520
14/04/2013,0.666666667,17.6,7,7,66,0.01,1080
14/04/2013,0.708333333,17.1,7,9,64,0.01,880
14/04/2013,0.75,16.9,7,8,65,0,700
14/04/2013,0.791666667,15.8,6,7,66,0,470
14/04/2013,0.833333333,14.8,7,6,71,0,70
14/04/2013,0.875,14.3,8,4,74,0,0
14/04/2013,0.916666667,13.6,7,5,73,0.01,0
14/04/2013,0.958333333,12.9,6,5,70,0,0
15/04/2013,0,12.3,8,5,73,0,0
15/04/2013,0.041666667,11.7,7,5,79,0,0
15/04/2013,0.083333333,11.2,8,6,84,0,0
15/04/2013,0.125,11.2,8,5,85,0,0
15/04/2013,0.166666667,11.1,7,6,85,0,0
15/04/2013,0.208333333,11.1,7,6,83,0,0
15/04/2013,0.25,10.9,6,5,82,0,0
15/04/2013,0.291666667,10.9,4,6,81,0,40
15/04/2013,0.333333333,11.5,7,7,79,0,340
15/04/2013,0.375,12.9,2,8,75,0,930
15/04/2013,0.416666667,13.2,6,7,74,0,1300
15/04/2013,0.458333333,13.6,7,7,70,0,730
15/04/2013,0.5,14.7,7,8,66,0,1620
15/04/2013,0.541666667,15.5,4,8,62,0,1650
15/04/2013,0.583333333,14.2,7,8,67,0,840
15/04/2013,0.625,14.2,8,8,68,0,1040
15/04/2013,0.666666667,14.5,7,7,67,0.01,1170
15/04/2013,0.708333333,14.4,7,8,65,0,970
15/04/2013,0.75,13.9,7,7,68,0,440
15/04/2013,0.791666667,13.4,2,7,63,0,410
15/04/2013,0.833333333,12.9,0,7,65,0,180
15/04/2013,0.875,11.9,0,4,73,0,0
15/04/2013,0.916666667,11.1,0,4,77,0,0
15/04/2013,0.958333333,10.4,0,4,80,0,0
16/04/2013,0,9.7,7,5,82,0,0
16/04/2013,0.041666667,9.4,3,4,83,0,0
16/04/2013,0.083333333,9.6,8,5,82,0,0
16/04/2013,0.125,9.9,8,6,80,0,0
16/04/2013,0.166666667,10,5,5,80,0,0
16/04/2013,0.208333333,10.9,8,7,78,0,0
16/04/2013,0.25,10,7,7,90,0.01,0
16/04/2013,0.291666667,10.4,8,7,92,0.01,10
16/04/2013,0.333333333,11.3,7,8,85,0.01,150
16/04/2013,0.375,12.5,3,9,76,0,930
16/04/2013,0.416666667,12.8,4,9,72,0,1370
16/04/2013,0.458333333,13.5,5,10,66,0,1150
16/04/2013,0.5,14.4,6,9,60,0,1290
16/04/2013,0.541666667,15.3,7,9,56,0,1330
16/04/2013,0.583333333,15.8,6,10,51,0,1830
16/04/2013,0.625,16.6,5,8,49,0,1770
16/04/2013,0.666666667,16.7,4,8,47,0,1860
16/04/2013,0.708333333,16,5,8,47,0,1740
16/04/2013,0.75,15.5,4,7,51,0,920
16/04/2013,0.791666667,14.2,2,8,60,0,550
16/04/2013,0.833333333,12.9,0,6,66,0,150
16/04/2013,0.875,11.9,0,5,73,0,0
16/04/2013,0.916666667,10.6,0,4,79,0,0
16/04/2013,0.958333333,10.5,7,5,81,0,0
17/04/2013,0,10,3,3,84,0,0
17/04/2013,0.041666667,9.5,0,4,89,0,0
17/04/2013,0.083333333,9.4,3,3,92,0,0
17/04/2013,0.125,9.8,7,4,89,0,0
17/04/2013,0.166666667,9.9,8,3,88,0,0
17/04/2013,0.208333333,9.7,7,3,95,0.01,0
17/04/2013,0.25,10.1,8,4,97,0.01,0
17/04/2013,0.291666667,10.9,8,4,96,0.01,20
17/04/2013,0.333333333,11.7,8,5,94,0.01,90
17/04/2013,0.375,11.7,8,5,95,0.01,110
17/04/2013,0.416666667,12.2,8,7,92,0,230
17/04/2013,0.458333333,13.6,7,8,78,0.01,740
17/04/2013,0.5,13.8,7,8,74,0.01,900
17/04/2013,0.541666667,15.2,7,8,70,0,1570
17/04/2013,0.583333333,16.7,1,8,66,0,1880
17/04/2013,0.625,16.6,0,8,63,0,1970
17/04/2013,0.666666667,17.1,1,10,59,0,1490
17/04/2013,0.708333333,18.3,1,9,58,0,1710
17/04/2013,0.75,18.8,2,9,56,0,910
17/04/2013,0.791666667,17.4,3,6,60,0,480
17/04/2013,0.833333333,16.7,4,11,63,0,90
17/04/2013,0.875,14.6,7,9,72,0,0
17/04/2013,0.916666667,13.7,8,10,75,0,0
17/04/2013,0.958333333,12.6,5,10,71,0,0
18/04/2013,0,11.6,0,9,69,0,0
18/04/2013,0.041666667,10.7,0,10,69,0,0
18/04/2013,0.083333333,9.9,0,10,71,0,0
18/04/2013,0.125,9.4,0,9,72,0,0
18/04/2013,0.166666667,9.2,0,8,71,0,0
18/04/2013,0.208333333,9,2,9,70,0,0
18/04/2013,0.25,9.2,2,9,70,0,0
18/04/2013,0.291666667,9.2,2,11,66,0,50
18/04/2013,0.333333333,9.9,4,9,64,0,390
18/04/2013,0.375,10.7,6,11,61,0,700
18/04/2013,0.416666667,12.1,3,11,58,0,1030
18/04/2013,0.458333333,12.4,7,12,55,0,1320
18/04/2013,0.5,13,8,11,55,0,1180
18/04/2013,0.541666667,13.7,7,10,52,0,1620
18/04/2013,0.583333333,15.4,6,10,49,0,1640
18/04/2013,0.625,13.5,7,9,81,0.8,960
18/04/2013,0.666666667,11.6,6,9,74,0.4,1400
18/04/2013,0.708333333,12.9,2,9,67,0.2,1940
18/04/2013,0.75,13.2,1,10,55,0.2,1360
18/04/2013,0.791666667,11.9,0,11,52,0,740
18/04/2013,0.833333333,10,0,10,54,0,240
18/04/2013,0.875,9.3,0,9,57,0,0
18/04/2013,0.916666667,8.6,0,8,64,0,0
18/04/2013,0.958333333,8.3,0,8,68,0,0
19/04/2013,0,8,0,7,71,0,0
19/04/2013,0.041666667,7.5,0,6,74,0,0
19/04/2013,0.083333333,7,1,6,77,0,0
19/04/2013,0.125,7,5,5,79,0,0
19/04/2013,0.166666667,7.9,8,6,78,0.01,0
19/04/2013,0.208333333,7.9,8,4,82,0.01,0
19/04/2013,0.25,7.9,8,4,84,0,0
19/04/2013,0.291666667,8.2,7,4,82,0,30
19/04/2013,0.333333333,8.7,7,5,80,0,230
19/04/2013,0.375,9.2,8,5,74,0,450
19/04/2013,0.416666667,10.2,5,5,68,0,740
19/04/2013,0.458333333,11.3,5,5,60,0,1540
19/04/2013,0.5,11.4,7,4,54,0,1520
19/04/2013,0.541666667,11.7,7,5,50,0,1570
19/04/2013,0.583333333,12.5,8,5,48,0,2110
19/04/2013,0.625,12.4,7,4,47,0,1780
19/04/2013,0.666666667,13.3,2,4,42,0,1770
19/04/2013,0.708333333,12.3,3,5,44,0,800
19/04/2013,0.75,11.8,7,4,56,0,460
19/04/2013,0.791666667,11.5,7,4,57,0,490
19/04/2013,0.833333333,10.4,7,4,64,0,150
19/04/2013,0.875,9.3,3,3,68,0,0
19/04/2013,0.916666667,7.3,2,3,81,0,0
19/04/2013,0.958333333,6,0,4,86,0,0
20/04/2013,0,4.9,0,3,88,0,0
20/04/2013,0.041666667,3.9,0,2,88,0,0
20/04/2013,0.083333333,4.1,0,2,88,0,0
20/04/2013,0.125,4.3,0,1,89,0,0
20/04/2013,0.166666667,3.7,0,1,91,0,0
20/04/2013,0.208333333,3.2,0,1,92,0,0
20/04/2013,0.25,3,2,1,94,0,0
20/04/2013,0.291666667,3.6,0,2,93,0,120
20/04/2013,0.333333333,6,0,2,81,0,590
20/04/2013,0.375,7.5,0,3,67,0,1230
20/04/2013,0.416666667,8.5,0,3,56,0,1870
20/04/2013,0.458333333,10.4,0,4,55,0,2370
20/04/2013,0.5,10.9,0,3,49,0,2750
20/04/2013,0.541666667,12.1,0,3,45,0,2950
20/04/2013,0.583333333,13.1,0,4,38,0,2990
20/04/2013,0.625,13.5,0,4,36,0,2860
20/04/2013,0.666666667,13.8,0,4,36,0,2510
20/04/2013,0.708333333,13,0,4,40,0,2020
20/04/2013,0.75,11.9,0,6,43,0,1430
20/04/2013,0.791666667,10.7,0,6,43,0,800
20/04/2013,0.833333333,8.7,0,5,50,0,250
20/04/2013,0.875,7.5,0,5,56,0,0
20/04/2013,0.916666667,6.4,0,5,65,0,0
20/04/2013,0.958333333,5.4,0,5,72,0,0
21/04/2013,0,4,0,4,78,0,0
21/04/2013,0.041666667,3.5,0,2,80,0,0
21/04/2013,0.083333333,3.2,0,1,81,0,0
21/04/2013,0.125,2.9,0,1,85,0,0
21/04/2013,0.166666667,2.6,0,1,86,0,0
21/04/2013,0.208333333,2.5,0,1,89,0,0
21/04/2013,0.25,1.5,0,1,90,0,0
21/04/2013,0.291666667,2.5,0,2,89,0,130
21/04/2013,0.333333333,4.7,0,2,81,0,630
21/04/2013,0.375,7.2,0,3,69,0,1250
21/04/2013,0.416666667,8.9,0,2,64,0,1850
21/04/2013,0.458333333,10.9,0,3,56,0,2360
21/04/2013,0.5,11.7,1,4,49,0,2540
21/04/2013,0.541666667,13.5,0,4,45,0,2920
21/04/2013,0.583333333,13,1,4,43,0,2600
21/04/2013,0.625,14,2,5,40,0,2180
21/04/2013,0.666666667,13.5,5,5,38,0,1400
21/04/2013,0.708333333,13.4,7,6,40,0,1010
21/04/2013,0.75,12.5,8,7,41,0,820
21/04/2013,0.791666667,11.7,8,6,44,0,400
21/04/2013,0.833333333,10.9,7,5,53,0,220
21/04/2013,0.875,10.4,8,5,61,0,10
21/04/2013,0.916666667,9.2,2,5,73,0,0
21/04/2013,0.958333333,8.2,1,5,80,0,0
22/04/2013,0,7.4,5,3,84,0,0
22/04/2013,0.041666667,7.1,0,3,87,0,0
22/04/2013,0.083333333,7,2,4,90,0,0
22/04/2013,0.125,6.5,7,3,91,0,0
22/04/2013,0.166666667,7.3,7,2,91,0,0
22/04/2013,0.208333333,7.4,8,3,90,0,0
22/04/2013,0.25,7,2,3,92,0,0
22/04/2013,0.291666667,7.4,4,3,89,0,130
22/04/2013,0.333333333,7.8,3,3,86,0,540
22/04/2013,0.375,7.8,6,3,83,0,670
22/04/2013,0.416666667,9.5,6,3,76,0,1350
22/04/2013,0.458333333,12.2,5,3,68,0,1890
22/04/2013,0.5,12.6,3,4,60,0,1360
22/04/2013,0.541666667,14.2,4,7,54,0,1810
22/04/2013,0.583333333,14.6,4,7,50,0,1860
22/04/2013,0.625,14.2,7,8,51,0,1620
22/04/2013,0.666666667,13.6,7,8,57,0,830
