Date,Time,Temp,Cloud_Cover,Wind_Speed,Humidity,Precip_Amt,Solar_Rad
02/04/2011,0.541666667,17,5,6,70,0,1230
02/04/2011,0.583333333,17.5,3,6,69,0,1430
02/04/2011,0.625,17.2,6,5,65,0,1150
02/04/2011,0.666666667,17.3,7,6,60,0,990
02/04/2011,0.708333333,16.3,7,5,63,0,790
02/04/2011,0.75,15.9,8,5,62,0,400
02/04/2011,0.791666667,14.8,8,5,55,0,200
02/04/2011,0.833333333,13.7,8,4,57,0,40
02/04/2011,0.875,12.7,7,3,64,0,0
02/04/2011,0.916666667,12.1,3,3,65,0,0
02/04/2011,0.958333333,10.1,7,4,72,0,0
03/04/2011,0,9.9,7,2,74,0,0
03/04/2011,0.041666667,9,5,2,73,0,0
03/04/2011,0.083333333,7.8,0,2,81,0,0
03/04/2011,0.125,7.4,0,2,79,0,0
03/04/2011,0.166666667,5.9,0,3,85,0,0
03/04/2011,0.208333333,5.8,3,2,86,0,0
03/04/2011,0.25,5.7,6,3,77,0,0
03/04/2011,0.291666667,6.6,6,1,71,0,0
03/04/2011,0.333333333,7.5,1,2,86,0,140
03/04/2011,0.375,9.4,2,4,82,0,730
03/04/2011,0.416666667,10.8,1,4,76,0,1080
03/04/2011,0.458333333,12.5,4,5,71,0,1770
03/04/2011,0.5,13.2,3,4,69,0,1480
03/04/2011,0.541666667,13.2,5,5,65,0,1740
03/04/2011,0.583333333,13.7,6,3,64,0,1170
03/04/2011,0.625,14.7,7,5,59,0,850
03/04/2011,0.666666667,14.5,4,6,56,0,1250
03/04/2011,0.708333333,14.7,7,6,59,0,1100
03/04/2011,0.75,14.2,6,7,61,0,890
03/04/2011,0.791666667,11.9,5,6,72,0,210
03/04/2011,0.833333333,10.9,7,6,68,0,50
03/04/2011,0.875,10.7,8,5,70,0,0
03/04/2011,0.916666667,9.7,2,4,78,0,0
03/04/2011,0.958333333,9.2,0,4,82,0,0
04/04/2011,0,8.2,0,4,83,0,0
04/04/2011,0.041666667,7.3,0,4,87,0,0
04/04/2011,0.083333333,6.3,0,5,91,0,0
04/04/2011,0.125,5.7,1,4,93,0,0
04/04/2011,0.166666667,5,0,4,94,0,0
04/04/2011,0.208333333,4.7,0,4,95,0,0
04/04/2011,0.25,4.6,0,4,58,0,0
04/04/2011,0.291666667,5.3,0,3,59,0,1
04/04/2011,0.333333333,6.4,0,4,90,0,310
04/04/2011,0.375,8.7,0,5,80,0,890
04/04/2011,0.416666667,9.9,0,7,71,0,1400
04/04/2011,0.458333333,11.1,0,6,58,0,1730
04/04/2011,0.5,10.8,5,5,61,0,1120
04/04/2011,0.541666667,11.6,4,7,56,0,1160
04/04/2011,0.583333333,12,7,9,57,0,1470
04/04/2011,0.625,13.3,7,8,52,0,1160
04/04/2011,0.666666667,14.1,4,8,50,0,1700
04/04/2011,0.708333333,13.3,3,9,50,0,1650
04/04/2011,0.75,12.3,8,8,61,0,360
04/04/2011,0.791666667,11.5,8,8,67,0,180
04/04/2011,0.833333333,11.1,8,8,68,0,20
04/04/2011,0.875,10.3,8,6,75,0,0
04/04/2011,0.916666667,10.1,8,6,77,0,0
04/04/2011,0.958333333,9.5,7,5,80,0,0
05/04/2011,0,9.3,8,6,83,0,0
05/04/2011,0.041666667,9.2,8,6,84,0,0
05/04/2011,0.083333333,9.4,8,6,84,0,0
05/04/2011,0.125,9.4,8,6,86,0,0
05/04/2011,0.166666667,9.1,7,6,91,0.8,0
05/04/2011,0.208333333,9.2,8,6,89,0.2,0
05/04/2011,0.25,9.6,8,8,75,0,0
05/04/2011,0.291666667,9.9,8,7,78,0,0
05/04/2011,0.333333333,9.6,8,7,87,0.2,40
05/04/2011,0.375,9.7,8,8,88,0.2,140
05/04/2011,0.416666667,10.3,7,8,89,0.2,280
05/04/2011,0.458333333,11.1,8,8,87,0,450
05/04/2011,0.5,11.4,8,7,88,0,400
05/04/2011,0.541666667,11.9,8,6,87,0,420
05/04/2011,0.583333333,12.4,8,6,86,0,430
05/04/2011,0.625,12.9,8,8,84,0,610
05/04/2011,0.666666667,12.6,8,8,86,0,420
05/04/2011,0.708333333,12.8,8,6,85,0,280
05/04/2011,0.75,12.6,8,6,86,0,260
05/04/2011,0.791666667,12.5,8,5,87,0,60
05/04/2011,0.833333333,12.6,8,5,88,0,10
05/04/2011,0.875,12.5,8,7,89,0,0
05/04/2011,0.916666667,12,7,6,89,0,0
05/04/2011,0.958333333,11.9,8,6,91,0,0
06/04/2011,0,11.9,8,5,91,0,0
06/04/2011,0.041666667,12,8,6,89,0,0
06/04/2011,0.083333333,11.8,8,4,90,0,0
06/04/2011,0.125,12.2,8,5,90,0,0
06/04/2011,0.166666667,12.1,8,3,91,0,0
06/04/2011,0.208333333,12.4,8,4,90,0,0
06/04/2011,0.25,13.1,8,3,76,0,0
06/04/2011,0.291666667,13.4,3,4,78,0.2,1
06/04/2011,0.333333333,12.6,0,5,78,0,310
06/04/2011,0.375,14,0,4,66,0,730
06/04/2011,0.416666667,16.6,2,5,49,0,1420
06/04/2011,0.458333333,19.1,6,4,39,0,1980
06/04/2011,0.5,20.9,0,6,40,0,2340
06/04/2011,0.541666667,21.4,1,6,47,0,2500
06/04/2011,0.583333333,22.2,0,6,48,0,2540
06/04/2011,0.625,22.1,0,5,39,0,2440
06/04/2011,0.666666667,22.4,0,5,36,0,2070
06/04/2011,0.708333333,22.5,0,7,28,0,1610
06/04/2011,0.75,21.9,0,7,25,0,1180
06/04/2011,0.791666667,20.1,0,6,24,0,580
06/04/2011,0.833333333,18.1,0,5,33,0,120
06/04/2011,0.875,16.5,0,5,45,0,0
06/04/2011,0.916666667,14.9,0,6,52,0,0
06/04/2011,0.958333333,13.5,0,5,59,0,0
07/04/2011,0,11.6,0,3,68,0,0
07/04/2011,0.041666667,10.3,0,2,72,0,0
07/04/2011,0.083333333,10.2,0,2,73,0,0
07/04/2011,0.125,9.3,0,1,75,0,0
07/04/2011,0.166666667,8.8,0,2,77,0,0
07/04/2011,0.208333333,8.2,0,2,82,0,0
07/04/2011,0.25,8.7,0,2,71,0,0
07/04/2011,0.291666667,8.3,0,3,67,0,1
07/04/2011,0.333333333,10.3,0,2,71,0,300
07/04/2011,0.375,11.9,1,3,73,0,810
07/04/2011,0.416666667,14,0,3,66,0,1270
07/04/2011,0.458333333,16,0,2,60,0,1960
07/04/2011,0.5,18.2,0,3,57,0,2340
07/04/2011,0.541666667,19.6,0,3,53,0,2530
07/04/2011,0.583333333,20.9,0,4,51,0,2600
07/04/2011,0.625,21.1,0,4,52,0,2440
07/04/2011,0.666666667,20.9,6,4,54,0,1790
07/04/2011,0.708333333,19.5,4,5,59,0,960
07/04/2011,0.75,19.1,0,3,61,0,870
07/04/2011,0.791666667,19,1,2,60,0,530
07/04/2011,0.833333333,17.3,0,2,67,0,130
07/04/2011,0.875,16.3,0,2,70,0,0
07/04/2011,0.916666667,15.7,4,2,74,0,0
07/04/2011,0.958333333,15.4,7,1,74,0,0
08/04/2011,0,14.9,7,3,75,0,0
08/04/2011,0.041666667,13,6,3,76,0,0
08/04/2011,0.083333333,12.1,7,4,70,0,0
08/04/2011,0.125,11.5,8,3,68,0,0
08/04/2011,0.166666667,10.5,8,2,71,0,0
08/04/2011,0.208333333,9.3,0,2,76,0,0
08/04/2011,0.25,8.2,0,2,69,0,0
08/04/2011,0.291666667,8.6,0,2,65,0,2
08/04/2011,0.333333333,9.8,0,2,79,0,330
08/04/2011,0.375,11.7,0,3,73,0,860
08/04/2011,0.416666667,13.7,0,2,62,0,1510
08/04/2011,0.458333333,15.1,0,1,53,0,2000
08/04/2011,0.5,17.1,0,2,44,0,2370
08/04/2011,0.541666667,18.1,0,2,39,0,2580
08/04/2011,0.583333333,19.3,0,2,37,0,2600
08/04/2011,0.625,19.6,0,2,36,0,2410
08/04/2011,0.666666667,20.2,0,2,38,0,2090
08/04/2011,0.708333333,20.9,0,1,37,0,1650
08/04/2011,0.75,20.8,0,2,37,0,1110
08/04/2011,0.791666667,20.6,0,2,38,0,530
08/04/2011,0.833333333,19,0,2,43,0,100
08/04/2011,0.875,17.6,0,2,49,0,0
08/04/2011,0.916666667,16.4,0,2,54,0,0
08/04/2011,0.958333333,14.7,0,1,61,0,0
09/04/2011,0,13.5,0,1,67,0,0
09/04/2011,0.041666667,12.4,0,3,73,0,0
09/04/2011,0.083333333,11.8,0,2,64,0,0
09/04/2011,0.125,10,0,3,68,0,0
09/04/2011,0.166666667,10.2,0,1,67,0,0
09/04/2011,0.208333333,9.7,0,2,63,0,0
09/04/2011,0.25,8.8,0,1,75,0,0
09/04/2011,0.291666667,9.1,0,2,75,0,3
09/04/2011,0.333333333,10.7,0,2,65,0,340
09/04/2011,0.375,12.9,0,3,63,0,860
09/04/2011,0.416666667,14.7,0,3,57,0,1510
09/04/2011,0.458333333,16.4,0,5,57,0,2010
09/04/2011,0.5,17.5,1,6,55,0,2390
09/04/2011,0.541666667,18,0,5,54,0,2600
09/04/2011,0.583333333,18.3,0,7,53,0,2650
09/04/2011,0.625,18.7,0,6,52,0,2510
09/04/2011,0.666666667,18,0,6,56,0,2180
09/04/2011,0.708333333,17,0,6,57,0,1750
09/04/2011,0.75,15.3,0,6,59,0,930
09/04/2011,0.791666667,13.3,0,6,53,0,550
09/04/2011,0.833333333,11.5,0,5,55,0,100
09/04/2011,0.875,10.3,0,5,60,0,0
09/04/2011,0.916666667,10.4,0,3,58,0,0
09/04/2011,0.958333333,9.3,0,3,66,0,0
10/04/2011,0,8.9,0,3,77,0,0
10/04/2011,0.041666667,8.3,0,2,80,0,0
10/04/2011,0.083333333,7.8,0,2,82,0,0
10/04/2011,0.125,7.5,0,3,83,0,0
10/04/2011,0.166666667,6.9,4,2,84,0,0
10/04/2011,0.208333333,6.7,7,2,85,0,0
10/04/2011,0.25,6.2,5,3,63,0,0
10/04/2011,0.291666667,6.3,1,2,64,0,2
10/04/2011,0.333333333,7,0,2,83,0,260
10/04/2011,0.375,9.1,0,3,77,0,610
10/04/2011,0.416666667,11.8,0,3,71,0,1510
10/04/2011,0.458333333,14.4,0,4,61,0,2070
10/04/2011,0.5,16.3,0,3,52,0,2420
10/04/2011,0.541666667,18.1,0,5,45,0,2640
10/04/2011,0.583333333,19,0,4,42,0,2670
10/04/2011,0.625,20.1,0,4,39,0,2450
10/04/2011,0.666666667,20,0,5,38,0,2210
10/04/2011,0.708333333,19.7,0,4,38,0,1760
10/04/2011,0.75,18.7,0,4,37,0,1210
10/04/2011,0.791666667,17.2,0,4,33,0,600
10/04/2011,0.833333333,15.2,0,2,34,0,130
10/04/2011,0.875,12.8,1,4,41,0,0
10/04/2011,0.916666667,12.7,0,2,53,0,0
10/04/2011,0.958333333,10.1,0,3,62,0,0
11/04/2011,0,10.4,0,2,55,0,0
11/04/2011,0.041666667,9.9,0,1,63,0,0
11/04/2011,0.083333333,9.5,0,1,68,0,0
11/04/2011,0.125,8.7,0,1,73,0,0
11/04/2011,0.166666667,7.9,0,1,81,0,0
11/04/2011,0.208333333,7.3,0,1,81,0,0
11/04/2011,0.25,7.5,0,1,68,0,0
11/04/2011,0.291666667,8,0,1,68,0,4
11/04/2011,0.333333333,9.6,0,2,76,0,340
11/04/2011,0.375,11.6,0,2,69,0,820
11/04/2011,0.416666667,13.8,0,4,68,0,1150
11/04/2011,0.458333333,15.9,0,4,65,0,1570
11/04/2011,0.5,17.5,1,5,58,0,2210
11/04/2011,0.541666667,18.4,0,6,56,0,2530
11/04/2011,0.583333333,19.5,0,7,56,0,2660
11/04/2011,0.625,19.5,2,7,54,0,2430
11/04/2011,0.666666667,17.8,7,8,63,0,810
11/04/2011,0.708333333,17.4,7,6,64,0,820
11/04/2011,0.75,14.6,8,6,72,0,260
11/04/2011,0.791666667,15.7,5,7,53,0,450
11/04/2011,0.833333333,14,0,7,41,0,150
11/04/2011,0.875,12.8,0,5,48,0,0
11/04/2011,0.916666667,11.3,0,4,58,0,0
11/04/2011,0.958333333,10.5,2,4,64,0,0
12/04/2011,0,9.6,0,5,66,0,0
12/04/2011,0.041666667,8.8,0,4,67,0,0
12/04/2011,0.083333333,8.2,0,6,70,0,0
12/04/2011,0.125,7.6,0,6,72,0,0
12/04/2011,0.166666667,6.7,0,5,75,0,0
12/04/2011,0.208333333,6.4,0,5,75,0,0
12/04/2011,0.25,5.9,0,4,81,0,0
12/04/2011,0.291666667,6,0,3,80,0,7
12/04/2011,0.333333333,7.3,0,5,69,0,580
12/04/2011,0.375,9,0,6,63,0,1090
12/04/2011,0.416666667,9.5,0,6,57,0,1640
12/04/2011,0.458333333,10.5,2,6,52,0,1930
12/04/2011,0.5,11.9,1,6,46,0,2160
12/04/2011,0.541666667,12.7,1,6,40,0,2620
12/04/2011,0.583333333,13,4,5,38,0,2280
12/04/2011,0.625,12.9,6,4,36,0,2440
12/04/2011,0.666666667,13.5,2,4,34,0,1960
12/04/2011,0.708333333,13.2,1,4,34,0,820
12/04/2011,0.75,13.8,2,4,33,0,950
12/04/2011,0.791666667,13.4,0,3,35,0,610
12/04/2011,0.833333333,12.1,0,2,41,0,130
12/04/2011,0.875,11.3,0,2,44,0,0
12/04/2011,0.916666667,10.7,0,2,46,0,0
12/04/2011,0.958333333,9.2,0,3,49,0,0
13/04/2011,0,7.4,0,2,60,0,0
13/04/2011,0.041666667,5.7,0,1,69,0,0
13/04/2011,0.083333333,5.9,1,1,77,0,0
13/04/2011,0.125,5.7,6,1,80,0,0
13/04/2011,0.166666667,5.4,7,2,87,0,0
13/04/2011,0.208333333,5.5,8,2,83,0,0
13/04/2011,0.25,5.5,8,2,73,0,0
13/04/2011,0.291666667,5.4,8,1,72,0,2
13/04/2011,0.333333333,6.2,8,2,82,0,130
13/04/2011,0.375,6.8,8,2,80,0,250
13/04/2011,0.416666667,8.1,8,3,74,0,590
13/04/2011,0.458333333,9.9,7,4,63,0,1110
13/04/2011,0.5,10.6,8,5,55,0,960
13/04/2011,0.541666667,11.1,8,4,54,0,1280
13/04/2011,0.583333333,12.3,6,5,47,0,1700
13/04/2011,0.625,12.2,7,4,51,0,830
13/04/2011,0.666666667,12.1,7,7,48,0,590
13/04/2011,0.708333333,11.1,8,6,57,0,590
13/04/2011,0.75,10.8,8,6,59,0,580
13/04/2011,0.791666667,10.5,8,6,54,0,180
13/04/2011,0.833333333,9.3,7,6,59,0,50
13/04/2011,0.875,8.6,8,6,68,0,0
13/04/2011,0.916666667,8.3,8,5,70,0,0
13/04/2011,0.958333333,8.2,8,5,75,0,0
14/04/2011,0,7.3,7,5,82,0,0
14/04/2011,0.041666667,7.6,8,4,81,0,0
14/04/2011,0.083333333,7.6,8,3,81,0,0
14/04/2011,0.125,7.5,8,4,83,0,0
14/04/2011,0.166666667,7.6,7,3,82,0,0
14/04/2011,0.208333333,7.7,8,3,81,0,0
14/04/2011,0.25,7.9,8,2,75,0,0
14/04/2011,0.291666667,8.3,8,3,73,0,1
14/04/2011,0.333333333,8.7,8,3,78,0,100
14/04/2011,0.375,9.1,8,3,78,0,200
14/04/2011,0.416666667,9.6,8,4,76,0,370
14/04/2011,0.458333333,10.8,8,3,72,0,590
14/04/2011,0.5,11.6,8,3,68,0,770
14/04/2011,0.541666667,12.2,8,3,66,0,1170
14/04/2011,0.583333333,12.8,8,3,62,0,1130
14/04/2011,0.625,12.8,8,3,63,0,1110
14/04/2011,0.666666667,13.1,8,4,63,0,710
14/04/2011,0.708333333,13.2,8,3,61,0,400
14/04/2011,0.75,13,8,3,63,0,310
14/04/2011,0.791666667,12.9,8,4,62,0,140
14/04/2011,0.833333333,12.3,8,3,66,0,40
14/04/2011,0.875,12.2,8,3,65,0,0
14/04/2011,0.916666667,12.2,8,4,65,0,0
14/04/2011,0.958333333,11.6,8,3,68,0,0
15/04/2011,0,10.8,8,3,73,0,0
15/04/2011,0.041666667,10.3,8,2,74,0,0
15/04/2011,0.083333333,10.1,8,2,75,0,0
15/04/2011,0.125,10,8,2,75,0,0
15/04/2011,0.166666667,9.6,8,2,78,0,0
15/04/2011,0.208333333,9.4,8,2,78,0,0
15/04/2011,0.25,9.5,8,2,66,0,0
15/04/2011,0.291666667,9.4,8,1,66,0,2
15/04/2011,0.333333333,9.9,8,2,70,0,150
15/04/2011,0.375,10.9,8,1,70,0,370
15/04/2011,0.416666667,11.9,8,2,61,0,780
15/04/2011,0.458333333,13.2,8,3,59,0,1220
15/04/2011,0.5,13.6,8,2,56,0,1670
15/04/2011,0.541666667,15.1,8,2,53,0,1640
15/04/2011,0.583333333,16.3,8,2,50,0,1810
15/04/2011,0.625,15.6,8,3,47,0,1890
15/04/2011,0.666666667,15.3,8,2,49,0,700
15/04/2011,0.708333333,16.2,8,3,47,0,940
15/04/2011,0.75,15.8,8,3,51,0,900
15/04/2011,0.791666667,14.6,7,3,50,0,390
15/04/2011,0.833333333,14.1,4,3,55,0,60
15/04/2011,0.875,14.1,7,4,56,0,0
15/04/2011,0.916666667,13.6,8,4,56,0,0
15/04/2011,0.958333333,12.4,8,4,63,0,0
16/04/2011,0,11.4,8,3,68,0,0
16/04/2011,0.041666667,10.8,8,3,69,0,0
16/04/2011,0.083333333,10.5,8,3,71,0,0
16/04/2011,0.125,10.2,8,2,73,0,0
16/04/2011,0.166666667,10.1,8,2,74,0,0
16/04/2011,0.208333333,10,8,2,75,0,0
16/04/2011,0.25,10,8,2,59,0,0
16/04/2011,0.291666667,10.2,8,3,58,0,1
16/04/2011,0.333333333,10.2,8,2,77,0,100
16/04/2011,0.375,10.9,8,1,75,0,260
16/04/2011,0.416666667,12.3,8,2,72,0,740
16/04/2011,0.458333333,14.1,8,2,65,0,1330
16/04/2011,0.5,16,1,2,58,0,2410
16/04/2011,0.541666667,16.9,7,2,51,0,2540
16/04/2011,0.583333333,16.2,7,2,51,0,1210
16/04/2011,0.625,16.1,7,3,54,0,810
16/04/2011,0.666666667,15.8,8,2,53,0,710
16/04/2011,0.708333333,16.6,7,2,54,0,730
16/04/2011,0.75,16.4,8,1,56,0,700
16/04/2011,0.791666667,16.3,4,1,51,0,560
16/04/2011,0.833333333,15.2,7,2,54,0,200
16/04/2011,0.875,14.7,6,4,59,0,0
16/04/2011,0.916666667,13.8,5,3,64,0,0
16/04/2011,0.958333333,12.8,1,2,67,0,0
17/04/2011,0,10.6,0,2,77,0,0
17/04/2011,0.041666667,11.1,2,2,76,0,0
17/04/2011,0.083333333,10.2,7,2,81,0,0
17/04/2011,0.125,10.1,8,1,83,0,0
17/04/2011,0.166666667,9.9,8,2,83,0,0
17/04/2011,0.208333333,10,8,1,84,0,0
17/04/2011,0.25,9.6,8,2,60,0,0
17/04/2011,0.291666667,9.7,8,1,60,0,3
17/04/2011,0.333333333,10.4,8,2,84,0,220
17/04/2011,0.375,11.8,8,2,75,0,550
17/04/2011,0.416666667,13.5,7,1,70,0,920
17/04/2011,0.458333333,16.6,1,1,58,0,1960
17/04/2011,0.5,17.8,2,2,50,0,2450
17/04/2011,0.541666667,19.1,0,3,44,0,2690
17/04/2011,0.583333333,19.1,6,4,39,0,1840
17/04/2011,0.625,20,4,3,39,0,1740
17/04/2011,0.666666667,18.8,4,4,43,0,1310
17/04/2011,0.708333333,18,5,4,44,0,1280
17/04/2011,0.75,17.8,4,5,44,0,770
17/04/2011,0.791666667,16.9,3,5,44,0,280
17/04/2011,0.833333333,14.8,0,4,50,0,100
17/04/2011,0.875,12.9,3,4,57,0,0
17/04/2011,0.916666667,11.7,0,5,71,0,0
17/04/2011,0.958333333,11.8,1,2,71,0,0
18/04/2011,0,11,0,3,74,0,0
18/04/2011,0.041666667,10.1,0,2,79,0,0
18/04/2011,0.083333333,9,0,2,86,0,0
18/04/2011,0.125,8.6,0,2,88,0,0
18/04/2011,0.166666667,7.9,0,1,92,0,0
18/04/2011,0.208333333,7.7,0,2,91,0,0
18/04/2011,0.25,7.4,0,2,32,0,0
18/04/2011,0.291666667,7.6,7,2,35,0,4
18/04/2011,0.333333333,9,8,2,86,0,190
18/04/2011,0.375,10.9,7,3,80,0,640
18/04/2011,0.416666667,13.5,6,2,70,0,1430
18/04/2011,0.458333333,15.8,2,2,53,0,1930
18/04/2011,0.5,17.7,1,6,36,0,2430
18/04/2011,0.541666667,17.5,5,6,40,0,2110
18/04/2011,0.583333333,18.7,5,6,33,0,2140
18/04/2011,0.625,18.1,7,5,35,0,1640
18/04/2011,0.666666667,18.2,6,6,34,0,1440
18/04/2011,0.708333333,17.6,1,6,35,0,1500
18/04/2011,0.75,16.9,2,7,40,0,910
18/04/2011,0.791666667,16.1,0,6,41,0,560
18/04/2011,0.833333333,14.4,0,5,43,0,160
18/04/2011,0.875,13.5,0,4,46,0,0
18/04/2011,0.916666667,13.2,0,3,50,0,0
18/04/2011,0.958333333,12.2,0,3,54,0,0
19/04/2011,0,11,0,2,60,0,0
19/04/2011,0.041666667,10.4,3,2,65,0,0
19/04/2011,0.083333333,9.8,1,2,70,0,0
19/04/2011,0.125,9.7,5,2,73,0,0
19/04/2011,0.166666667,9.5,2,2,75,0,0
19/04/2011,0.208333333,9.1,2,1,77,0,0
19/04/2011,0.25,9.2,6,2,50,0,0
19/04/2011,0.291666667,9,1,2,49,0,7
19/04/2011,0.333333333,10.8,2,2,74,0,410
19/04/2011,0.375,14,0,2,65,0,1040
19/04/2011,0.416666667,16.7,0,1,57,0,1440
19/04/2011,0.458333333,19,0,1,50,0,2080
19/04/2011,0.5,20.9,0,1,46,0,2480
19/04/2011,0.541666667,22.1,0,3,47,0,2670
19/04/2011,0.583333333,22.6,0,3,44,0,2660
19/04/2011,0.625,23.8,0,2,42,0,2510
19/04/2011,0.666666667,24.3,0,1,38,0,2160
19/04/2011,0.708333333,24.4,1,2,38,0,1650
19/04/2011,0.75,23.6,0,3,35,0,1430
19/04/2011,0.791666667,21.7,0,5,43,0,650
19/04/2011,0.833333333,19.9,0,4,48,0,150
19/04/2011,0.875,18.4,0,2,51,0,0
19/04/2011,0.916666667,17.4,0,4,63,0,0
19/04/2011,0.958333333,15.4,0,3,62,0,0
20/04/2011,0,13.8,0,2,65,0,0
20/04/2011,0.041666667,12.6,0,2,70,0,0
20/04/2011,0.083333333,11.6,0,2,73,0,0
20/04/2011,0.125,10.9,0,2,77,0,0
20/04/2011,0.166666667,10.4,3,2,80,0,0
20/04/2011,0.208333333,10.2,4,2,80,0,0
20/04/2011,0.25,9.7,4,2,37,0,0
20/04/2011,0.291666667,9.7,1,2,35,0,6
20/04/2011,0.333333333,10.1,1,3,80,0,250
20/04/2011,0.375,12.2,5,2,73,0,960
20/04/2011,0.416666667,15.1,0,2,66,0,1640
20/04/2011,0.458333333,17.9,0,1,56,0,2050
20/04/2011,0.5,20.9,0,2,47,0,2410
20/04/2011,0.541666667,23.1,0,2,41,0,2650
20/04/2011,0.583333333,24.4,0,2,35,0,2630
20/04/2011,0.625,24.7,4,3,34,0,2380
20/04/2011,0.666666667,24.8,2,2,30,0,2050
20/04/2011,0.708333333,23.3,6,2,35,0,600
20/04/2011,0.75,21.9,2,4,43,0,410
20/04/2011,0.791666667,22,3,3,43,0,230
20/04/2011,0.833333333,19.7,3,4,49,0,90
20/04/2011,0.875,17.9,0,3,55,0,0
20/04/2011,0.916666667,17.5,1,2,53,0,0
20/04/2011,0.958333333,17.1,2,2,53,0,0
21/04/2011,0,16.2,2,2,57,0,0
21/04/2011,0.041666667,14.9,1,2,61,0,0
21/04/2011,0.083333333,13.4,0,2,69,0,0
21/04/2011,0.125,12.6,1,2,71,0,0
21/04/2011,0.166666667,12.5,7,2,71,0,0
21/04/2011,0.208333333,12.1,7,2,73,0,0
21/04/2011,0.25,12,8,2,32,0,0
21/04/2011,0.291666667,11.9,1,1,32,0,5
21/04/2011,0.333333333,13.3,5,1,67,0,310
21/04/2011,0.375,15.1,7,2,60,0,740
21/04/2011,0.416666667,17.7,3,3,52,0,1120
21/04/2011,0.458333333,19.6,3,2,48,0,1930
21/04/2011,0.5,22.3,5,3,42,0,2170
21/04/2011,0.541666667,23.8,1,2,38,0,2470
21/04/2011,0.583333333,24.4,2,4,37,0,2150
21/04/2011,0.625,24.1,3,3,34,0,2030
21/04/2011,0.666666667,25.8,3,6,28,0,2360
21/04/2011,0.708333333,24.1,1,4,36,0,1640
21/04/2011,0.75,22.6,2,5,35,0,770
21/04/2011,0.791666667,21.5,1,6,33,0,420
21/04/2011,0.833333333,19.8,0,6,33,0,150
21/04/2011,0.875,18.4,0,4,37,0,0
21/04/2011,0.916666667,17.4,0,3,42,0,0
21/04/2011,0.958333333,16.2,0,3,50,0,0
22/04/2011,0,15,0,3,54,0,0
22/04/2011,0.041666667,14.1,0,2,60,0,0
22/04/2011,0.083333333,13.1,0,2,66,0,0
22/04/2011,0.125,11.5,0,1,71,0,0
22/04/2011,0.166666667,10.6,0,1,78,0,0
22/04/2011,0.208333333,10.5,0,2,79,0,0
22/04/2011,0.25,10.4,0,2,24,0,0
22/04/2011,0.291666667,10.6,0,2,25,0,10
22/04/2011,0.333333333,12.7,0,2,74,0,500
22/04/2011,0.375,15.7,0,2,67,0,1090
22/04/2011,0.416666667,18.8,0,2,56,0,1690
22/04/2011,0.458333333,21.6,0,2,46,0,2180
22/04/2011,0.5,22.6,0,3,41,0,2550
22/04/2011,0.541666667,24.3,0,3,29,0,2740
22/04/2011,0.583333333,24.3,1,4,30,0,2430
22/04/2011,0.625,26,1,4,28,0,2670
22/04/2011,0.666666667,24.7,1,4,33,0,2200
22/04/2011,0.708333333,24.9,1,4,32,0,1820
22/04/2011,0.75,23.9,0,4,34,0,1330
22/04/2011,0.791666667,23.1,0,4,36,0,740
22/04/2011,0.833333333,22,0,4,39,0,220
22/04/2011,0.875,20.7,0,3,41,0,0
22/04/2011,0.916666667,19.6,0,2,45,0,0
